"title","audience_score","type","genre","runtime","year","mpaa_rating","imdb_num_votes","critics_score","critics_rating","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","audience_rating","director","actor1","actor2","actor3","actor4","actor5","rt_url","imdb_url","imdb_id"
"Small Soldiers",44,"Feature Film","Action & Adventure",108,1998,"PG-13",69459,48,"Rotten","no","no","no","no","no","Spilled","Joe Dante","Gregory Smith","Denis Leary","Phil Hartman","David Cross","Jay Mohr","http://www.rottentomatoes.com/m/small_soldiers/","http://www.imdb.com/title/tt0122718/","122718"
"Sweet and Lowdown",82,"Feature Film","Drama",95,1999,"PG-13",24226,78,"Certified Fresh","no","no","yes","no","yes","Upright","Woody Allen","Sean Penn","Samantha Morton","Anthony LaPaglia","Uma Thurman","James Urbaniak","http://www.rottentomatoes.com/m/sweet_and_lowdown/","http://www.imdb.com/title/tt0158371/","158371"
"Quills",83,"Feature Film","Drama",124,2000,"R",40544,75,"Certified Fresh","no","no","yes","yes","no","Upright","Philip Kaufman","Geoffrey Rush","Kate Winslet","Joaquin Phoenix","Michael Caine","Billie Whitelaw","http://www.rottentomatoes.com/m/quills/","http://www.imdb.com/title/tt0180073/","180073"
"The January Man",27,"Feature Film","Drama",97,1989,"R",4601,21,"Rotten","no","no","yes","yes","no","Spilled","Pat O'Connor","Kevin Kline","Rod Steiger","Susan Sarandon","Harvey Keitel","Mary Elizabeth Mastrantonio","http://www.rottentomatoes.com/m/january_man/","http://www.imdb.com/title/tt0097613/","97613"
"Final Destination 3",58,"Feature Film","Drama",93,2006,"R",85495,43,"Rotten","no","no","no","no","no","Spilled","Morgan","Mary Elizabeth Winstead","Ryan Merriman","Kris Lemche","Alexz Johnson","Sam Easton","http://www.rottentomatoes.com/m/final_destination_3/","http://www.imdb.com/title/tt0414982/","414982"
"The Heavenly Kid",65,"Feature Film","Drama",90,1985,"PG-13",2445,25,"Rotten","no","no","no","no","no","Upright","Cary Medoway","Lewis Smith","Richard Mulligan","Jason Gedrick","Jane Kaczmarek","Mark Metcalf","http://www.rottentomatoes.com/m/heavenly_kid/","http://www.imdb.com/title/tt0089265/","89265"
"Death on the Nile",78,"Feature Film","Mystery & Suspense",140,1978,"PG",16640,80,"Fresh","no","no","yes","yes","no","Upright","John Guillermin","Peter Ustinov","Jane Birkin","Lois Chiles","David Niven","Bette Davis","http://www.rottentomatoes.com/m/death_on_the_nile/","http://www.imdb.com/title/tt0077413/","77413"
"Survival of the Dead",20,"Feature Film","Horror",90,2009,"R",15682,30,"Rotten","no","no","no","no","no","Spilled","George A. Romero","Kenneth Walsh","Alan Van Sprang","Kenneth Welsh","Kathleen Munroe","Devon Bostick","http://www.rottentomatoes.com/m/survival_of_the_dead/","http://www.imdb.com/title/tt1134854/","1134854"
"The Nativity Story",76,"Feature Film","Drama",101,2006,"PG",7227,38,"Rotten","no","no","no","no","no","Upright","Catherine Hardwicke","Keisha Castle-Hughes","Oscar Isaac","Hiam Abbass","Shaun Toub","Ciaran Hinds","http://www.rottentomatoes.com/m/nativity_story/","http://www.imdb.com/title/tt0762121/","762121"
"Friday the 13th",46,"Feature Film","Mystery & Suspense",97,2009,"R",63688,25,"Rotten","no","no","no","no","no","Spilled","Marcus Nispel","Jonathan Sadowki","Jared Padalecki","Danielle Panabaker","Amanda Righetti","Travis Van Winkle","http://www.rottentomatoes.com/m/friday_the_13th_prequel/","http://www.imdb.com/title/tt0758746/","758746"
"Slipstream",20,"Feature Film","Action & Adventure",102,1989,"PG-13",1614,20,"Rotten","no","no","yes","no","no","Spilled","Steven Lisberger","Mark Hamill","Bob Peck","Bill Paxton","Kitty Aldridge","Ben Kingsley","http://www.rottentomatoes.com/m/1019208-slipstream/","http://www.imdb.com/title/tt0098350/","98350"
"Pat Garrett & Billy the Kid",83,"Feature Film","Other",122,1973,"R",11467,82,"Fresh","no","no","no","no","no","Upright","Sam Peckinpah","Kris Kristofferson","James Coburn","Bob Dylan","Jason Robards","Richard Jaeckel","http://www.rottentomatoes.com/m/pat_garrett_and_billy_the_kid/","http://www.imdb.com/title/tt0070518/","70518"
"Powder",69,"Feature Film","Drama",111,1995,"PG-13",21743,47,"Rotten","no","no","no","no","no","Upright","Victor Salva","Sean Patrick Flanery","Mary Steenburgen","Lance Henriksen","Jeff Goldblum","Brandon Smith (I)","http://www.rottentomatoes.com/m/powder/","http://www.imdb.com/title/tt0114168/","114168"
"Invincible",74,"Feature Film","Other",105,2006,"PG",41724,71,"Fresh","no","no","no","no","no","Upright","Ericson Core","Mark Wahlberg","Greg Kinnear","Elizabeth Banks","Kevin Conway","Michael Rispoli","http://www.rottentomatoes.com/m/invincible/","http://www.imdb.com/title/tt0445990/","445990"
